Operating System,Percentage
Raspberry Pi OS (32-bit),46.56%
Raspberry Pi OS (other),24.72%
Ubuntu,12.62%
RetroPie,4.98%
Recalbox,4.36%
LibreELEC,3.34%
Misc utility images,2.33%
RISC OS Pi,0.96%
TLXOS,0.12%
