Operating System,Percentage
Raspberry Pi OS (32-bit),43.23%
Raspberry Pi OS (other),23.91%
Ubuntu,13.92%
RetroPie,4.93%
Bootloader,4.27%
Recalbox,3.51%
LibreELEC,2.83%
Manjaro ARM Linux,2.13%
RISC OS Pi,0.69%
OctoPi,0.45%
ALT,0.07%
TLXOS,0.06%
info-beamer digital signage,0.00%
