Image,Percentage
Raspberry Pi OS (32-bit),48.08%
Raspberry Pi OS Lite (32-bit),14.84%
Raspberry Pi OS Full (32-bit),10.50%
Ubuntu Desktop 20.10 (RPi 4/400),5.79%
RetroPie 4.7.1 (RPI 4/400),2.34%
Raspberry Pi 4 EEPROM boot recovery,2.16%
Recalbox 7.1.1-Reloaded (Pi 3),2.02%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.97%
Ubuntu Server 20.04.1 LTS (RPi 3/4),1.92%
RetroPie 4.7.1 (RPI 2/3),1.64%
Ubuntu Server 20.10 (RPi 3/4/400),1.53%
LibreELEC (RPi4),1.35%
LibreELEC (RPi2/RPi3),1.13%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.88%
RISC OS (5.28),0.78%
RetroPie 4.7.1 (RPI 1/Zero),0.61%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.53%
Ubuntu Core 18 (RPi 3/4),0.51%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.50%
Ubuntu Core 18 (RPi 2/3/4),0.42%
LibreELEC (RPi0/RPi1),0.21%
Recalbox 7.1.1-Reloaded (Pi 2),0.18%
TLXOS RPi 4.9.2 (latest),0.09%
TLXOS RPi 4.8.0 (LTS),0.01%
