Image,Percentage
Raspberry Pi OS (32-bit),46.54%
Raspberry Pi OS Lite (32-bit),14.64%
Raspberry Pi OS Full (32-bit),11.22%
Ubuntu Desktop 20.10 (RPi 4/400),5.67%
RetroPie 4.7.1 (RPI 4/400),2.51%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.35%
Ubuntu Server 20.04.1 LTS (RPi 3/4),2.13%
Raspberry Pi 4 EEPROM boot recovery,1.97%
Recalbox 7.1.1-Reloaded (Pi 3),1.94%
LibreELEC (RPi4),1.63%
Ubuntu Server 20.10 (RPi 3/4/400),1.59%
RetroPie 4.7.1 (RPI 2/3),1.43%
LibreELEC (RPi2/RPi3),1.16%
RISC OS (5.28),0.96%
RetroPie 4.7.1 (RPI 1/Zero),0.91%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.81%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.72%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.65%
LibreELEC (RPi0/RPi1),0.36%
Ubuntu Core 18 (RPi 3/4),0.35%
Ubuntu Core 18 (RPi 2/3/4),0.24%
Recalbox 7.1.1-Reloaded (Pi 2),0.18%
TLXOS RPi 4.9.2 (latest),0.05%
TLXOS RPi 4.8.0 (LTS),0.01%
