Operating System,Percentage
Raspberry Pi OS (32-bit),47.28%
Raspberry Pi OS (other),24.80%
Ubuntu,12.07%
RetroPie,4.91%
Recalbox,4.41%
LibreELEC,3.19%
Misc utility images,2.26%
RISC OS Pi,0.96%
TLXOS,0.12%
