Operating System,Percentage
Raspberry Pi OS (32-bit),43.50%
Raspberry Pi OS (other),23.94%
Ubuntu,13.56%
RetroPie,4.97%
Bootloader,4.20%
Recalbox,3.53%
LibreELEC,2.88%
Manjaro ARM Linux,2.16%
RISC OS Pi,0.70%
OctoPi,0.41%
TLXOS,0.07%
ALT,0.05%
Misc utility images,0.02%
