Image,Percentage
Raspberry Pi OS (32-bit),40.70%
Raspberry Pi OS Lite (32-bit),13.96%
Raspberry Pi OS Full (32-bit),8.10%
Ubuntu Desktop 21.04 (RPi 4/400),6.52%
OctoPi,4.16%
Ubuntu Server 20.04.3 LTS (RPi 3/4/400),3.50%
USB Boot,3.01%
Ubuntu Server 21.04 (RPi 3/4/400),2.51%
SD Card Boot,1.84%
RetroPie 4.7.1 (RPI 4/400),1.74%
RetroPie 4.7.1 (RPI 2/3),1.28%
LibreELEC (RPi4),1.27%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.03%
Recalbox 7.2.2-Reloaded - Pi4 / Pi400,1.02%
Homebridge,0.93%
Recalbox 7.2.2-Reloaded - Pi3,0.89%
Ubuntu Server 20.04.3 LTS (RPi 2/3/4/400),0.88%
RISC OS (5.28),0.80%
Manjaro ARM KDE Plasma 21.08 (RPi 3/3+/4/400),0.69%
Home Assistant OS 6.2 (RPi 4/400),0.62%
OSMC (Pi 2/3),0.51%
OSMC (Pi 4 / Pi 400),0.49%
RetroPie 4.7.1 (RPI 1/Zero),0.46%
Home Assistant OS 6.2 (RPi 3),0.44%
Ubuntu Core 20 (RPi 3/4),0.40%
Manjaro ARM XFCE 21.08 (RPi 3/3+/4/400),0.38%
Ubuntu Core 20 (RPi 2/3/4),0.23%
Recalbox 7.2.2-Reloaded - Pi0 / Pi1 / GPiCase,0.23%
Manjaro ARM Gnome 21.08 (RPi 3/3+/4/400),0.23%
Manjaro ARM MATE 21.08 (RPi 3/3+/4/400),0.22%
info-beamer OS,0.19%
Manjaro ARM Minimal 21.08 (RPi 3/3+/4/400),0.16%
Network Boot,0.14%
OSMC (Pi 0/1),0.12%
OctoPi (mirror),0.08%
Manjaro ARM Sway 21.08 (RPi 3/3+/4/400),0.08%
Recalbox 7.2.2-Reloaded - Pi2,0.07%
TLXOS RPi 4.10.0 (latest),0.04%
ALT Workstation 9.2 (Raspberry Pi 4/3),0.03%
Simply Linux 9.1 (Raspberry Pi 4/3),0.01%
ALT Education 9.2 (Raspberry Pi 4/3),0.01%
info-beamer OS (testing),0.01%
TLXOS RPi IoT 4.8.2 (LTS),0.01%
