Operating System,Percentage
Raspberry Pi OS (32-bit),46.41%
Raspberry Pi OS (other),24.04%
Ubuntu,11.56%
RetroPie,5.83%
Recalbox,5.30%
LibreELEC,3.41%
Misc utility images,2.36%
RISC OS Pi,0.97%
TLXOS,0.11%
