Operating System,Percentage
Raspberry Pi OS (32-bit),45.33%
Raspberry Pi OS (other),24.31%
Ubuntu,12.60%
RetroPie,5.71%
Recalbox,5.09%
LibreELEC,3.19%
Misc utility images,2.71%
RISC OS Pi,1.00%
TLXOS,0.06%
