Operating System,Percentage
Raspberry Pi OS (32-bit),42.17%
Raspberry Pi OS (other),23.62%
Ubuntu,13.24%
RetroPie,5.37%
Bootloader,4.45%
Recalbox,3.87%
LibreELEC,3.54%
Manjaro ARM Linux,2.35%
RISC OS Pi,0.79%
OctoPi,0.51%
ALT,0.06%
TLXOS,0.05%
