Operating System,Percentage
Raspberry Pi OS (32-bit),42.07%
Raspberry Pi OS (other),23.43%
Ubuntu,14.94%
RetroPie,4.94%
Bootloader,4.29%
Recalbox,4.09%
LibreELEC,2.81%
Manjaro ARM Linux,2.06%
RISC OS Pi,0.64%
OctoPi,0.48%
info-beamer digital signage,0.10%
ALT,0.08%
TLXOS,0.06%
Misc utility images,0.00%
