Operating System,Percentage
Raspberry Pi OS (32-bit),47.19%
Raspberry Pi OS (other),24.77%
Ubuntu,11.79%
Recalbox,5.15%
RetroPie,4.83%
LibreELEC,3.06%
Misc utility images,2.08%
RISC OS Pi,0.95%
TLXOS,0.19%
