Operating System,Percentage
Raspberry Pi OS (32-bit),47.22%
Raspberry Pi OS (other),24.81%
Ubuntu,12.02%
RetroPie,4.96%
Recalbox,4.46%
LibreELEC,3.19%
Misc utility images,2.25%
RISC OS Pi,0.96%
TLXOS,0.12%
