Image,Percentage
Raspberry Pi OS (32-bit),37.22%
Raspberry Pi OS Lite (32-bit),14.93%
Raspberry Pi OS Full (32-bit),8.58%
Ubuntu Desktop 21.04 (RPi 4/400),5.47%
OctoPi,5.08%
Ubuntu Server 20.04.3 LTS (RPi 3/4/400),2.84%
USB Boot,2.72%
RetroPie 4.7.1 (RPI 4/400),2.42%
Ubuntu Server 21.04 (RPi 3/4/400),2.25%
SD Card Boot,1.84%
LibreELEC (RPi4),1.76%
RetroPie 4.7.1 (RPI 2/3),1.67%
Recalbox 7.2.2-Reloaded - Pi3,1.26%
Recalbox 7.2.2-Reloaded - Pi4 / Pi400,1.24%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.10%
Homebridge,0.98%
OSMC (Pi 2/3),0.83%
Manjaro ARM KDE Plasma 21.08 (RPi 3/3+/4/400),0.80%
Ubuntu Server 20.04.3 LTS (RPi 2/3/4/400),0.77%
Home Assistant OS 6.2 (RPi 4/400),0.70%
RISC OS (5.28),0.66%
RetroPie 4.7.1 (RPI 1/Zero),0.64%
OSMC (Pi 4 / Pi 400),0.62%
Manjaro ARM XFCE 21.08 (RPi 3/3+/4/400),0.54%
Ubuntu Core 20 (RPi 3/4),0.51%
Home Assistant OS 6.2 (RPi 3),0.38%
Recalbox 7.2.2-Reloaded - Pi0 / Pi1 / GPiCase,0.30%
Manjaro ARM MATE 21.08 (RPi 3/3+/4/400),0.24%
Ubuntu Core 20 (RPi 2/3/4),0.22%
Manjaro ARM Gnome 21.08 (RPi 3/3+/4/400),0.22%
Network Boot,0.18%
Recalbox 7.2.2-Reloaded - Pi2,0.17%
OSMC (Pi 0/1),0.16%
OctoPi (mirror),0.15%
info-beamer OS,0.14%
Manjaro ARM Sway 21.08 (RPi 3/3+/4/400),0.14%
Manjaro ARM Minimal 21.08 (RPi 3/3+/4/400),0.10%
TLXOS RPi 4.10.0 (latest),0.07%
ALT Workstation 9.2 (Raspberry Pi 4/3),0.03%
Simply Linux 9.1 (Raspberry Pi 4/3),0.02%
info-beamer OS (testing),0.01%
ALT Education 9.2 (Raspberry Pi 4/3),0.01%
