Operating System,Percentage
Raspberry Pi OS (32-bit),41.39%
Raspberry Pi OS (other),23.30%
Ubuntu,16.79%
Bootloader,4.12%
RetroPie,3.97%
Recalbox,3.70%
LibreELEC,2.62%
Manjaro ARM Linux,1.89%
Homebridge,0.89%
RISC OS Pi,0.58%
OctoPi,0.39%
info-beamer digital signage,0.21%
TLXOS,0.07%
ALT,0.07%
