Operating System,Percentage
Raspberry Pi OS (32-bit),41.31%
Raspberry Pi OS (other),22.92%
Ubuntu,15.98%
RetroPie,4.83%
Recalbox,4.28%
Bootloader,4.26%
LibreELEC,2.73%
Manjaro ARM Linux,2.03%
RISC OS Pi,0.66%
OctoPi,0.47%
Homebridge,0.22%
info-beamer digital signage,0.19%
ALT,0.07%
TLXOS,0.06%
Misc utility images,0.00%
