Operating System,Percentage
Raspberry Pi OS (32-bit),45.41%
Raspberry Pi OS (other),24.41%
Ubuntu,12.84%
RetroPie,5.40%
Recalbox,3.87%
LibreELEC,3.17%
Misc utility images,1.62%
Bootloader,1.39%
RISC OS Pi,0.87%
Manjaro ARM Linux,0.82%
OctoPi,0.10%
TLXOS,0.09%
