Image,Percentage
Raspberry Pi OS (32-bit),40.08%
Raspberry Pi OS Lite (32-bit),13.81%
Raspberry Pi OS Full (32-bit),8.96%
Ubuntu Desktop 21.04 (RPi 4/400),7.48%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.63%
Ubuntu Server 21.04 (RPi 3/4/400),2.59%
RetroPie 4.7.1 (RPI 4/400),2.45%
SD Card Boot,2.22%
USB Boot,1.96%
Recalbox 7.2.1-Reloaded - Pi4 / Pi400,1.94%
Recalbox 7.2.1-Reloaded - Pi3,1.81%
RetroPie 4.7.1 (RPI 2/3),1.65%
LibreELEC (RPi4),1.42%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.15%
LibreELEC (RPi2/RPi3),1.05%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.92%
Homebridge,0.90%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.87%
RISC OS (5.28),0.73%
RetroPie 4.7.1 (RPI 1/Zero),0.61%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.58%
Ubuntu Core 18 (RPi 3/4),0.56%
OctoPi,0.44%
Recalbox 7.2.1-Reloaded - Pi0 / Pi1 / GPiCase,0.36%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.33%
Ubuntu Core 18 (RPi 2/3/4),0.31%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.24%
LibreELEC (RPi0/RPi1),0.23%
Recalbox 7.2.1-Reloaded - Pi2,0.20%
info-beamer OS,0.19%
Network Boot,0.15%
TLXOS RPi 4.9.3 (latest),0.05%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.03%
info-beamer OS (testing),0.02%
ALT Education 9.1 (Raspberry Pi 4/3),0.02%
Simply Linux 9.1 (Raspberry Pi 4/3),0.01%
TLXOS RPi IoT 4.8.1 (LTS),0.01%
Recalbox 7.2-Reloaded - Pi3,0.01%
TLXOS RPi 4.8.1 (LTS),0.01%
OctoPi (mirror),0.01%
Recalbox 7.2-Reloaded - Pi4 / Pi400,0.00%
