Image,Percentage
Raspberry Pi OS (32-bit),46.67%
Raspberry Pi OS Lite (32-bit),14.07%
Raspberry Pi OS Full (32-bit),10.00%
Ubuntu Desktop 20.10 (RPi 4/400),5.63%
RetroPie 4.7.1 (RPI 4/400),3.49%
Raspberry Pi 4 EEPROM boot recovery,2.34%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.22%
Recalbox 7.1.1-Reloaded (Pi 3),2.07%
Ubuntu Server 20.04.1 LTS (RPi 3/4),2.02%
RetroPie 4.7.1 (RPI 2/3),1.80%
LibreELEC (RPi4),1.70%
Ubuntu Server 20.10 (RPi 3/4/400),1.58%
LibreELEC (RPi2/RPi3),1.41%
RISC OS (5.28),0.95%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.87%
RetroPie 4.7.1 (RPI 1/Zero),0.80%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.60%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.43%
Ubuntu Core 18 (RPi 3/4),0.43%
LibreELEC (RPi0/RPi1),0.32%
Ubuntu Core 18 (RPi 2/3/4),0.26%
Recalbox 7.1.1-Reloaded (Pi 2),0.24%
TLXOS RPi 4.9.2 (latest),0.08%
TLXOS RPi 4.8.0 (LTS),0.01%
TLXOS RPi IoT 4.8.0 (LTS),0.01%
