Image,Percentage
Raspberry Pi OS (32-bit),42.87%
Raspberry Pi OS Lite (32-bit),13.96%
Raspberry Pi OS Full (32-bit),9.79%
Ubuntu Desktop 20.10 (RPi 4/400),6.23%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.25%
USB Boot,2.52%
RetroPie 4.7.1 (RPI 4/400),2.29%
SD Card Boot,2.25%
Ubuntu Server 20.10 (RPi 3/4/400),2.07%
Recalbox 7.1.1-Reloaded (Pi 3),1.82%
RetroPie 4.7.1 (RPI 2/3),1.33%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.30%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.29%
LibreELEC (RPi4),1.18%
LibreELEC (RPi2/RPi3),1.11%
Manjaro ARM KDE Plasma 21.02 (RPi 3/3+/4/400),1.07%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),1.00%
RISC OS (5.28),0.72%
RetroPie 4.7.1 (RPI 1/Zero),0.65%
Ubuntu Core 18 (RPi 3/4),0.63%
Manjaro ARM XFCE 21.02 (RPi 3/3+/4/400),0.52%
Manjaro ARM MATE 21.02 (RPi 3/3+/4/400),0.39%
OctoPi,0.37%
LibreELEC (RPi0/RPi1),0.34%
Ubuntu Core 18 (RPi 2/3/4),0.30%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.19%
Network Boot,0.18%
Manjaro ARM Minimal 21.02 (RPi 3/3+/4/400),0.17%
Recalbox 7.1.1-Reloaded (Pi 2),0.12%
TLXOS RPi 4.9.3 (latest),0.04%
OctoPi (mirror),0.02%
TLXOS RPi 4.8.1 (LTS),0.01%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.01%
ALT Education 9.1 (Raspberry Pi 4/3),0.01%
