Image,Percentage
Raspberry Pi OS (32-bit),43.07%
Raspberry Pi OS Lite (32-bit),14.24%
Raspberry Pi OS Full (32-bit),9.55%
Ubuntu Desktop 20.10 (RPi 4/400),6.54%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.42%
RetroPie 4.7.1 (RPI 4/400),2.64%
SD Card Boot,2.19%
Ubuntu Server 20.10 (RPi 3/4/400),1.80%
USB Boot,1.76%
RetroPie 4.7.1 (RPI 2/3),1.72%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.66%
LibreELEC (RPi4),1.40%
Recalbox 7.1.1-Reloaded (Pi 3),1.35%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.09%
LibreELEC (RPi2/RPi3),1.03%
Manjaro ARM KDE Plasma 21.02 (RPi 3/3+/4/400),0.99%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.86%
RISC OS (5.28),0.77%
RetroPie 4.7.1 (RPI 1/Zero),0.71%
Ubuntu Core 18 (RPi 3/4),0.55%
OctoPi,0.55%
Manjaro ARM XFCE 21.02 (RPi 3/3+/4/400),0.42%
Manjaro ARM MATE 21.02 (RPi 3/3+/4/400),0.31%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.30%
Ubuntu Core 18 (RPi 2/3/4),0.27%
LibreELEC (RPi0/RPi1),0.21%
Manjaro ARM Minimal 21.02 (RPi 3/3+/4/400),0.20%
Recalbox 7.1.1-Reloaded (Pi 2),0.16%
Network Boot,0.13%
TLXOS RPi 4.9.3 (latest),0.08%
TLXOS RPi 4.8.1 (LTS),0.01%
OctoPi (mirror),0.01%
