Operating System,Percentage
Raspberry Pi OS (32-bit),43.45%
Raspberry Pi OS (other),24.18%
Ubuntu,13.68%
RetroPie,4.93%
Bootloader,4.24%
Recalbox,3.47%
LibreELEC,2.79%
Manjaro ARM Linux,2.03%
RISC OS Pi,0.62%
OctoPi,0.46%
ALT,0.10%
TLXOS,0.06%
