Image,Percentage
Raspberry Pi OS (32-bit),46.25%
Raspberry Pi OS Lite (32-bit),14.70%
Raspberry Pi OS Full (32-bit),10.25%
Ubuntu Desktop 20.10 (RPi 4/400),5.83%
RetroPie 4.7.1 (RPI 4/400),2.77%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.55%
Raspberry Pi 4 EEPROM boot recovery,2.40%
RetroPie 4.7.1 (RPI 2/3),1.87%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.78%
Ubuntu Server 20.10 (RPi 3/4/400),1.70%
Recalbox 7.1.1-Reloaded (Pi 3),1.68%
LibreELEC (RPi4),1.65%
LibreELEC (RPi2/RPi3),1.33%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.99%
RISC OS (5.28),0.94%
RetroPie 4.7.1 (RPI 1/Zero),0.71%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.70%
Ubuntu Core 18 (RPi 3/4),0.55%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.39%
Ubuntu Core 18 (RPi 2/3/4),0.37%
LibreELEC (RPi0/RPi1),0.28%
Recalbox 7.1.1-Reloaded (Pi 2),0.21%
TLXOS RPi 4.9.3 (latest),0.07%
TLXOS RPi 4.8.1 (LTS),0.01%
TLXOS RPi IoT 4.8.1 (LTS),0.01%
