Image,Percentage
Raspberry Pi OS (32-bit),47.24%
Raspberry Pi OS Lite (32-bit),14.54%
Raspberry Pi OS Full (32-bit),9.56%
Ubuntu Desktop 20.10 (RPi 4/400),5.69%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.67%
RetroPie 4.7.1 (RPI 4/400),2.27%
Raspberry Pi 4 EEPROM boot recovery,2.18%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.03%
RetroPie 4.7.1 (RPI 2/3),1.80%
Recalbox 7.1.1-Reloaded (Pi 3),1.76%
Ubuntu Server 20.10 (RPi 3/4/400),1.64%
LibreELEC (RPi4),1.31%
LibreELEC (RPi2/RPi3),1.29%
RISC OS (5.28),1.10%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.09%
RetroPie 4.7.1 (RPI 1/Zero),0.76%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.71%
Ubuntu Core 18 (RPi 3/4),0.62%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.53%
Ubuntu Core 18 (RPi 2/3/4),0.53%
LibreELEC (RPi0/RPi1),0.35%
Recalbox 7.1.1-Reloaded (Pi 2),0.23%
TLXOS RPi 4.9.3 (latest),0.07%
TLXOS RPi IoT 4.8.1 (LTS),0.02%
TLXOS RPi 4.8.1 (LTS),0.01%
