Operating System,Percentage
Raspberry Pi OS (32-bit),39.35%
Raspberry Pi OS (other),24.18%
Ubuntu,14.64%
Bootloader,4.82%
OctoPi,4.33%
RetroPie,3.41%
Recalbox,2.12%
Manjaro ARM Linux,2.06%
LibreELEC,1.34%
OSMC,1.13%
Home Assistant,1.01%
Homebridge,0.94%
RISC OS Pi,0.41%
info-beamer digital signage,0.17%
TLXOS,0.06%
ALT,0.06%
