Operating System,Percentage
Raspberry Pi OS (32-bit),37.23%
Raspberry Pi OS (other),23.51%
Ubuntu,13.16%
OctoPi,5.24%
Bootloader,4.74%
RetroPie,4.73%
Recalbox,2.98%
Manjaro ARM Linux,2.05%
LibreELEC,1.76%
OSMC,1.61%
Home Assistant,1.08%
Homebridge,0.98%
RISC OS Pi,0.66%
info-beamer digital signage,0.15%
TLXOS,0.07%
ALT,0.06%
