Image,Percentage
Raspberry Pi OS (32-bit),41.04%
Raspberry Pi OS Lite (32-bit),13.24%
Raspberry Pi OS Full (32-bit),8.82%
Ubuntu Desktop 21.04 (RPi 4/400),7.59%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.93%
Ubuntu Server 21.04 (RPi 3/4/400),2.61%
RetroPie 4.7.1 (RPI 4/400),2.37%
Recalbox 7.2.1-Reloaded - Pi4 / Pi400,2.08%
SD Card Boot,1.90%
USB Boot,1.87%
Recalbox 7.2.1-Reloaded - Pi3,1.64%
RetroPie 4.7.1 (RPI 2/3),1.49%
LibreELEC (RPi4),1.34%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.19%
LibreELEC (RPi2/RPi3),1.10%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.97%
Homebridge,0.93%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.82%
RISC OS (5.28),0.72%
RetroPie 4.7.1 (RPI 1/Zero),0.66%
Ubuntu Core 18 (RPi 3/4),0.61%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.59%
OctoPi,0.48%
Recalbox 7.2.1-Reloaded - Pi0 / Pi1 / GPiCase,0.37%
Ubuntu Core 18 (RPi 2/3/4),0.31%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.28%
LibreELEC (RPi0/RPi1),0.25%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.17%
info-beamer OS,0.16%
Recalbox 7.2.1-Reloaded - Pi2,0.16%
TLXOS RPi 4.9.3 (latest),0.08%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.07%
TLXOS RPi IoT 4.8.1 (LTS),0.05%
Network Boot,0.05%
info-beamer OS (testing),0.03%
TLXOS RPi 4.8.1 (LTS),0.02%
OctoPi (mirror),0.01%
ALT Education 9.1 (Raspberry Pi 4/3),0.01%
