Operating System,Percentage
Raspberry Pi OS (32-bit),40.24%
Raspberry Pi OS (other),22.38%
Ubuntu,17.20%
RetroPie,4.61%
Bootloader,4.39%
Recalbox,3.93%
LibreELEC,2.76%
Manjaro ARM Linux,1.87%
Homebridge,0.82%
RISC OS Pi,0.77%
OctoPi,0.45%
Home Assistant,0.20%
info-beamer digital signage,0.19%
TLXOS,0.13%
ALT,0.07%
