Operating System,Percentage
Raspberry Pi OS (32-bit),47.77%
Raspberry Pi OS (other),24.56%
Ubuntu,11.53%
RetroPie,5.48%
Recalbox,4.04%
LibreELEC,3.29%
Misc utility images,2.30%
RISC OS Pi,0.93%
TLXOS,0.10%
