Operating System,Percentage
Raspberry Pi OS (32-bit),41.93%
Raspberry Pi OS (other),23.18%
Ubuntu,15.41%
RetroPie,4.90%
Bootloader,4.24%
Recalbox,4.10%
LibreELEC,2.76%
Manjaro ARM Linux,2.03%
RISC OS Pi,0.65%
OctoPi,0.47%
info-beamer digital signage,0.15%
ALT,0.07%
TLXOS,0.06%
Homebridge,0.05%
Misc utility images,0.00%
