Image,Percentage
Raspberry Pi OS (32-bit),46.60%
Raspberry Pi OS Lite (32-bit),14.63%
Raspberry Pi OS Full (32-bit),9.79%
Ubuntu Desktop 20.10 (RPi 4/400),5.83%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.55%
RetroPie 4.7.1 (RPI 4/400),2.50%
Raspberry Pi 4 EEPROM boot recovery,2.34%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.04%
Recalbox 7.1.1-Reloaded (Pi 3),1.87%
Ubuntu Server 20.10 (RPi 3/4/400),1.71%
RetroPie 4.7.1 (RPI 2/3),1.62%
LibreELEC (RPi4),1.58%
LibreELEC (RPi2/RPi3),1.46%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.02%
RISC OS (5.28),1.02%
RetroPie 4.7.1 (RPI 1/Zero),0.73%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.70%
Ubuntu Core 18 (RPi 3/4),0.54%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.42%
Ubuntu Core 18 (RPi 2/3/4),0.39%
LibreELEC (RPi0/RPi1),0.34%
Recalbox 7.1.1-Reloaded (Pi 2),0.18%
TLXOS RPi 4.9.3 (latest),0.10%
TLXOS RPi 4.8.1 (LTS),0.02%
TLXOS RPi IoT 4.8.1 (LTS),0.02%
