Operating System,Percentage
Raspberry Pi OS (32-bit),43.61%
Raspberry Pi OS (other),23.94%
Ubuntu,13.50%
RetroPie,5.08%
Bootloader,3.73%
Recalbox,3.63%
LibreELEC,2.98%
Manjaro ARM Linux,1.99%
RISC OS Pi,0.74%
OctoPi,0.35%
Misc utility images,0.32%
TLXOS,0.07%
ALT,0.04%
