Operating System,Percentage
Raspberry Pi OS (32-bit),43.19%
Raspberry Pi OS (other),22.60%
Ubuntu,15.90%
RetroPie,4.35%
Bootloader,4.33%
Recalbox,3.73%
LibreELEC,2.52%
Manjaro ARM Linux,2.01%
RISC OS Pi,0.50%
OctoPi,0.44%
info-beamer digital signage,0.31%
ALT,0.07%
TLXOS,0.04%
