Operating System,Percentage
Raspberry Pi OS (32-bit),42.45%
Raspberry Pi OS (other),23.86%
Ubuntu,14.29%
RetroPie,5.09%
Bootloader,4.23%
Recalbox,3.66%
LibreELEC,2.94%
Manjaro ARM Linux,2.10%
RISC OS Pi,0.63%
OctoPi,0.51%
ALT,0.09%
info-beamer digital signage,0.09%
TLXOS,0.06%
