Image,Percentage
Raspberry Pi OS (32-bit),41.37%
Raspberry Pi OS Lite (32-bit),14.12%
Raspberry Pi OS Full (32-bit),9.21%
Ubuntu Desktop 21.04 (RPi 4/400),7.40%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.50%
Ubuntu Server 21.04 (RPi 3/4/400),2.84%
SD Card Boot,2.05%
RetroPie 4.7.1 (RPI 4/400),2.02%
USB Boot,1.94%
Recalbox 7.2.1-Reloaded - Pi4 / Pi400,1.86%
LibreELEC (RPi4),1.43%
RetroPie 4.7.1 (RPI 2/3),1.40%
Recalbox 7.2.1-Reloaded - Pi3,1.36%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.12%
LibreELEC (RPi2/RPi3),0.97%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.89%
Homebridge,0.89%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.77%
Ubuntu Core 18 (RPi 3/4),0.63%
RISC OS (5.28),0.58%
RetroPie 4.7.1 (RPI 1/Zero),0.55%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.53%
Ubuntu Core 18 (RPi 2/3/4),0.41%
OctoPi,0.39%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.32%
Recalbox 7.2.1-Reloaded - Pi0 / Pi1 / GPiCase,0.29%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.26%
LibreELEC (RPi0/RPi1),0.22%
Recalbox 7.2.1-Reloaded - Pi2,0.19%
info-beamer OS,0.18%
Network Boot,0.13%
TLXOS RPi 4.9.3 (latest),0.07%
ALT Education 9.1 (Raspberry Pi 4/3),0.04%
info-beamer OS (testing),0.03%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.02%
Simply Linux 9.1 (Raspberry Pi 4/3),0.01%
TLXOS RPi 4.8.1 (LTS),0.01%
