Operating System,Percentage
Raspberry Pi OS (32-bit),46.65%
Raspberry Pi OS (other),24.70%
Ubuntu,12.57%
RetroPie,5.04%
Recalbox,4.31%
LibreELEC,3.31%
Misc utility images,2.31%
RISC OS Pi,1.00%
TLXOS,0.11%
