Operating System,Percentage
Raspberry Pi OS (32-bit),43.58%
Raspberry Pi OS (other),23.95%
Ubuntu,13.50%
RetroPie,5.06%
Bootloader,3.84%
Recalbox,3.61%
LibreELEC,2.95%
Manjaro ARM Linux,2.05%
RISC OS Pi,0.72%
OctoPi,0.37%
Misc utility images,0.24%
TLXOS,0.07%
ALT,0.04%
