Operating System,Percentage
Raspberry Pi OS (32-bit),40.56%
Raspberry Pi OS (other),22.38%
Ubuntu,16.82%
Recalbox,5.18%
RetroPie,4.85%
Bootloader,4.19%
LibreELEC,2.69%
Manjaro ARM Linux,1.94%
RISC OS Pi,0.66%
OctoPi,0.42%
info-beamer digital signage,0.18%
TLXOS,0.06%
ALT,0.06%
Misc utility images,0.00%
