Operating System,Percentage
Raspberry Pi OS (32-bit),46.22%
Raspberry Pi OS (other),24.60%
Ubuntu,14.28%
RetroPie,4.59%
Recalbox,3.62%
LibreELEC,3.27%
Misc utility images,2.27%
RISC OS Pi,1.07%
TLXOS,0.08%
