Operating System,Percentage
Raspberry Pi OS (32-bit),38.10%
Raspberry Pi OS (other),22.52%
Ubuntu,14.17%
OctoPi,7.61%
Bootloader,4.84%
RetroPie,3.58%
Recalbox,2.46%
Manjaro ARM Linux,1.75%
LibreELEC,1.21%
OSMC,1.17%
Home Assistant,1.04%
Homebridge,0.80%
RISC OS Pi,0.45%
info-beamer digital signage,0.17%
ALT,0.11%
TLXOS,0.02%
