Operating System,Percentage
Raspberry Pi OS (32-bit),46.31%
Raspberry Pi OS (other),24.61%
Ubuntu,12.82%
RetroPie,5.22%
Recalbox,4.22%
LibreELEC,3.31%
Misc utility images,2.40%
RISC OS Pi,0.99%
TLXOS,0.11%
