Operating System,Percentage
Raspberry Pi OS (32-bit),42.86%
Raspberry Pi OS (other),24.23%
Ubuntu,13.59%
RetroPie,4.93%
Bootloader,4.38%
Recalbox,3.80%
LibreELEC,2.91%
Manjaro ARM Linux,2.07%
RISC OS Pi,0.59%
OctoPi,0.48%
ALT,0.10%
TLXOS,0.06%
