Operating System,Percentage
Raspberry Pi OS (32-bit),42.54%
Raspberry Pi OS (other),24.16%
Ubuntu,13.78%
RetroPie,4.89%
Bootloader,4.58%
Recalbox,3.67%
LibreELEC,2.88%
Manjaro ARM Linux,2.19%
RISC OS Pi,0.64%
OctoPi,0.48%
ALT,0.12%
TLXOS,0.06%
