Operating System,Percentage
Raspberry Pi OS (32-bit),47.67%
Raspberry Pi OS (other),24.59%
Ubuntu,11.56%
RetroPie,5.48%
Recalbox,4.08%
LibreELEC,3.28%
Misc utility images,2.30%
RISC OS Pi,0.93%
TLXOS,0.11%
