Image,Percentage
Raspberry Pi OS (32-bit),38.21%
Raspberry Pi OS Lite (32-bit),13.35%
Raspberry Pi OS Full (32-bit),9.55%
Ubuntu Desktop 21.04 (RPi 4/400),7.61%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.51%
Ubuntu Server 21.04 (RPi 3/4/400),3.01%
RetroPie 4.7.1 (RPI 4/400),2.43%
Recalbox 7.2.1-Reloaded - Pi4 / Pi400,2.11%
SD Card Boot,2.07%
RetroPie 4.7.1 (RPI 2/3),1.94%
USB Boot,1.84%
Recalbox 7.2.1-Reloaded - Pi3,1.59%
LibreELEC (RPi4),1.56%
LibreELEC (RPi2/RPi3),1.34%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.14%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),1.04%
RISC OS (5.28),0.98%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.94%
Homebridge,0.91%
Ubuntu Core 18 (RPi 3/4),0.62%
RetroPie 4.7.1 (RPI 1/Zero),0.62%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.46%
OctoPi,0.44%
Recalbox 7.2.1-Reloaded - Pi0 / Pi1 / GPiCase,0.37%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.37%
LibreELEC (RPi0/RPi1),0.31%
Ubuntu Core 18 (RPi 2/3/4),0.26%
Home Assistant OS 5.13 (RPi 4/400),0.26%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.23%
Recalbox 7.2.1-Reloaded - Pi2,0.23%
info-beamer OS,0.17%
Home Assistant OS 5.13 (RPi 3),0.16%
TLXOS RPi 4.10.0 (latest),0.11%
Network Boot,0.09%
TLXOS RPi 4.8.2 (LTS),0.05%
Simply Linux 9.1 (Raspberry Pi 4/3),0.03%
TLXOS RPi IoT 4.8.2 (LTS),0.02%
info-beamer OS (testing),0.01%
OctoPi (mirror),0.01%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.01%
ALT Education 9.1 (Raspberry Pi 4/3),0.01%
