Operating System,Percentage
Raspberry Pi OS (32-bit),42.41%
Raspberry Pi OS (other),23.56%
Ubuntu,14.71%
RetroPie,4.90%
Bootloader,4.28%
Recalbox,3.95%
LibreELEC,2.78%
Manjaro ARM Linux,2.06%
RISC OS Pi,0.64%
OctoPi,0.47%
info-beamer digital signage,0.09%
ALT,0.09%
TLXOS,0.06%
Misc utility images,0.00%
