Operating System,Percentage
Raspberry Pi OS (32-bit),38.33%
Raspberry Pi OS (other),22.11%
Ubuntu,14.57%
Bootloader,5.42%
OctoPi,4.88%
RetroPie,4.13%
Recalbox,2.74%
Manjaro ARM Linux,2.05%
LibreELEC,1.63%
OSMC,1.37%
Home Assistant,1.05%
Homebridge,0.88%
RISC OS Pi,0.60%
info-beamer digital signage,0.15%
TLXOS,0.05%
ALT,0.05%
