Operating System,Percentage
Raspberry Pi OS (32-bit),40.70%
Raspberry Pi OS (other),23.09%
Ubuntu,16.35%
Bootloader,5.08%
Recalbox,4.37%
RetroPie,4.35%
LibreELEC,2.73%
Manjaro ARM Linux,1.91%
RISC OS Pi,0.69%
OctoPi,0.46%
info-beamer digital signage,0.19%
TLXOS,0.05%
ALT,0.01%
