Operating System,Percentage
Raspberry Pi OS (32-bit),40.56%
Raspberry Pi OS (other),22.60%
Ubuntu,16.95%
RetroPie,4.56%
Bootloader,4.28%
Recalbox,4.03%
LibreELEC,2.69%
Manjaro ARM Linux,1.89%
Homebridge,0.90%
RISC OS Pi,0.75%
OctoPi,0.44%
info-beamer digital signage,0.21%
TLXOS,0.10%
ALT,0.05%
