Operating System,Percentage
Raspberry Pi OS (32-bit),44.27%
Raspberry Pi OS (other),25.14%
Ubuntu,12.94%
RetroPie,6.07%
Recalbox,4.38%
LibreELEC,3.49%
Misc utility images,2.64%
RISC OS Pi,0.97%
TLXOS,0.11%
