Operating System,Percentage
Raspberry Pi OS (32-bit),43.31%
Raspberry Pi OS (other),23.25%
Ubuntu,14.68%
Bootloader,4.74%
RetroPie,4.53%
Recalbox,3.03%
LibreELEC,2.45%
Manjaro ARM Linux,2.38%
RISC OS Pi,0.61%
OctoPi,0.57%
info-beamer digital signage,0.32%
ALT,0.08%
TLXOS,0.06%
