Operating System,Percentage
Raspberry Pi OS (32-bit),41.25%
Raspberry Pi OS (other),22.61%
Ubuntu,16.46%
RetroPie,4.76%
Recalbox,4.42%
Bootloader,4.25%
LibreELEC,2.76%
Manjaro ARM Linux,2.07%
RISC OS Pi,0.67%
OctoPi,0.44%
info-beamer digital signage,0.19%
ALT,0.06%
TLXOS,0.05%
