Operating System,Percentage
Raspberry Pi OS (32-bit),41.62%
Raspberry Pi OS (other),23.23%
Ubuntu,16.19%
Recalbox,4.63%
RetroPie,4.54%
Bootloader,4.24%
LibreELEC,2.49%
Manjaro ARM Linux,1.71%
RISC OS Pi,0.59%
OctoPi,0.43%
info-beamer digital signage,0.15%
ALT,0.10%
TLXOS,0.06%
