Operating System,Percentage
Raspberry Pi OS (32-bit),46.17%
Raspberry Pi OS (other),25.03%
Ubuntu,11.63%
RetroPie,5.69%
Recalbox,4.84%
LibreELEC,3.50%
Misc utility images,2.07%
RISC OS Pi,1.00%
TLXOS,0.08%
