Operating System,Percentage
Raspberry Pi OS (32-bit),47.24%
Raspberry Pi OS (other),24.68%
Ubuntu,11.77%
RetroPie,5.02%
Recalbox,4.65%
LibreELEC,3.29%
Misc utility images,2.21%
RISC OS Pi,1.03%
TLXOS,0.11%
