Operating System,Percentage
Raspberry Pi OS (32-bit),45.81%
Raspberry Pi OS (other),24.37%
Ubuntu,11.69%
RetroPie,5.57%
Recalbox,5.41%
LibreELEC,3.68%
Misc utility images,2.44%
RISC OS Pi,0.93%
TLXOS,0.12%
