Operating System,Percentage
Raspberry Pi OS (32-bit),47.77%
Raspberry Pi OS (other),25.06%
Ubuntu,11.78%
RetroPie,4.90%
Recalbox,4.26%
LibreELEC,2.99%
Misc utility images,2.24%
RISC OS Pi,0.87%
TLXOS,0.12%
