Operating System,Percentage
Raspberry Pi OS (32-bit),43.21%
Raspberry Pi OS (other),23.92%
Ubuntu,13.72%
RetroPie,5.00%
Bootloader,4.27%
Recalbox,3.57%
LibreELEC,2.88%
Manjaro ARM Linux,2.16%
RISC OS Pi,0.69%
OctoPi,0.44%
TLXOS,0.06%
ALT,0.06%
Misc utility images,0.00%
