Operating System,Percentage
Raspberry Pi OS (32-bit),43.00%
Raspberry Pi OS (other),23.88%
Ubuntu,14.02%
RetroPie,4.95%
Bootloader,4.29%
Recalbox,3.56%
LibreELEC,2.85%
Manjaro ARM Linux,2.15%
RISC OS Pi,0.69%
OctoPi,0.46%
ALT,0.08%
TLXOS,0.06%
info-beamer digital signage,0.02%
