Image,Percentage
Raspberry Pi OS (32-bit),46.99%
Raspberry Pi OS Lite (32-bit),14.97%
Raspberry Pi OS Full (32-bit),9.35%
Ubuntu Desktop 20.10 (RPi 4/400),6.21%
RetroPie 4.7.1 (RPI 4/400),2.55%
Raspberry Pi 4 EEPROM boot recovery,2.00%
Ubuntu Server 20.04.2 LTS (RPi 3/4),1.99%
Ubuntu Server 20.10 (RPi 3/4/400),1.75%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.70%
LibreELEC (RPi4),1.63%
Recalbox 7.1.1-Reloaded (Pi 3),1.52%
RetroPie 4.7.1 (RPI 2/3),1.47%
RISC OS (5.28),1.20%
LibreELEC (RPi2/RPi3),1.13%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),1.08%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.87%
RetroPie 4.7.1 (RPI 1/Zero),0.76%
Ubuntu Core 18 (RPi 3/4),0.64%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.54%
Ubuntu Core 18 (RPi 2/3/4),0.41%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4),0.36%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.31%
LibreELEC (RPi0/RPi1),0.26%
Recalbox 7.1.1-Reloaded (Pi 2),0.17%
TLXOS RPi 4.9.3 (latest),0.06%
TLXOS RPi IoT 4.8.1 (LTS),0.04%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.02%
TLXOS RPi 4.8.1 (LTS),0.02%
Ubuntu Server 20.04.1 LTS (RPi 3/4),0.01%
