Operating System,Percentage
Raspberry Pi OS (32-bit),42.61%
Raspberry Pi OS (other),23.59%
Ubuntu,14.62%
RetroPie,4.96%
Bootloader,4.27%
Recalbox,3.63%
LibreELEC,2.81%
Manjaro ARM Linux,2.04%
RISC OS Pi,0.62%
OctoPi,0.53%
info-beamer digital signage,0.18%
ALT,0.08%
TLXOS,0.06%
