Operating System,Percentage
Raspberry Pi OS (32-bit),40.52%
Raspberry Pi OS (other),22.54%
Ubuntu,16.68%
RetroPie,4.74%
Recalbox,4.40%
Bootloader,4.29%
LibreELEC,2.73%
Manjaro ARM Linux,1.98%
RISC OS Pi,0.72%
Homebridge,0.52%
OctoPi,0.45%
info-beamer digital signage,0.19%
TLXOS,0.09%
Home Assistant,0.09%
ALT,0.07%
