Operating System,Percentage
Raspberry Pi OS (32-bit),47.16%
Raspberry Pi OS (other),24.79%
Ubuntu,12.07%
RetroPie,4.94%
Recalbox,4.47%
LibreELEC,3.22%
Misc utility images,2.27%
RISC OS Pi,0.96%
TLXOS,0.12%
