Operating System,Percentage
Raspberry Pi OS (32-bit),36.34%
Raspberry Pi OS (other),22.33%
Ubuntu,14.86%
Bootloader,5.73%
RetroPie,5.02%
OctoPi,4.95%
Recalbox,2.95%
OSMC,1.71%
Manjaro ARM Linux,1.70%
LibreELEC,1.61%
Home Assistant,1.15%
Homebridge,0.83%
RISC OS Pi,0.63%
info-beamer digital signage,0.11%
TLXOS,0.07%
ALT,0.02%
